match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
11701614,3704,3983,,,,1696251738
11701615,3087,2471,3264,,,1696254375
11701616,2264,2344,3956,,,1696248869
11701617,3332,3481,,,,1696237453
11701626,2649,1916,1042,,,1696235261
11701627,2441,4108,1137,,,1696258088
11701631,2472,3333,844,,,1696251740
11701632,2265,858,,,,1696247447
11701633,2918,3208,1058,,,1696255966
11701634,3240,3042,,,,1696241082
11701635,3457,3050,828,,,1696244436
11701640,3814,2960,2564,,,1696252921
11701643,2093,2610,,,,1696250921
11701645,2246,2327,,,,1696257694
11701646,1477,1275,,,,1696257081
11701648,3111,2521,,,,1696252070
11701651,,,,,,1696256577
11701653,2763,2194,,,,1696251378
11701655,2829,2601,,,,1696251560
11701656,1698,2164,,,,1696256761
11701661,1705,2079,671,,,1696248618
11701662,2656,1510,,,,1696258011
11701666,1625,2412,2027,,,1696246145
11701667,,,,,,
11701668,3712,3602,,,,1696255780
11701680,,,,,,
11701681,,,,,,
11701682,,,,,,
11701683,,,,,,
11701684,,,,,,
11701689,2987,2485,3169,,,1696247760
11701697,3512,2020,2928,,,1696252807
11701698,3225,2462,2281,,,1696243935
11701699,2765,3537,,,,1696245573
11701700,2085,2206,,,,1696239820
11701701,2868,2946,3335,,,1696243551
11701702,,,,,,
11701703,,,,,,
11701704,,,,,,
11701705,,,,,,
11701706,,,,,,
11701707,,,,,,
11701708,,,,,,
11701709,,,,,,
11701710,,,,,,
11701711,,,,,,
11701712,,,,,,
11701713,,,,,,
11701714,,,,,,
11701715,,,,,,
11701716,,,,,,
11701717,,,,,,
11701718,,,,,,
11701719,,,,,,
11701720,,,,,,
11701721,,,,,,
11701722,,,,,,
11701723,,,,,,
11701724,,,,,,
11701725,,,,,,
11701726,,,,,,
11701727,,,,,,
11701728,,,,,,
11701729,,,,,,
11701730,,,,,,
11701731,,,,,,
11701732,,,,,,
11701733,,,,,,
11701734,,,,,,
11701735,,,,,,
11701736,,,,,,
11701737,,,,,,
11701738,,,,,,
11701739,,,,,,
11701740,,,,,,
11701741,,,,,,
11701742,,,,,,
11701743,,,,,,
11701744,,,,,,
11701745,,,,,,
11701746,,,,,,
11701747,,,,,,
11701748,,,,,,
11701749,3123,2554,,,,1696255310
11701752,2740,2337,,,,1696254908
11701761,2536,1680,,,,1696200148
11701779,2713,2475,,,,1696248363
11701780,1939,2829,,,,1696236360
11701781,2051,2346,,,,1696243806
11701782,3361,2107,,,,1696243555
11701783,2531,1666,,,,1696242999
11701784,3591,3073,,,,1696237823
11701785,3842,2483,723,,,1696252994
11701786,3709,3243,1034,,,1696246644
11701787,1303,3008,,,,1696235532
11701788,1353,3405,,,,1696243061
11701839,2119,4842,1994,,,1696254408
11701840,2456,2894,,,,1696253024
11701841,1645,2288,,,,1696254705
11701842,2285,1926,,,,1696253555
11701843,1863,1623,,,,1696249983
11701877,2404,2994,1295,,,1696258738
11701917,,,,,,
11701918,,,,,,
11701919,,,,,,
11701920,,,,,,
11701921,,,,,,
11701922,,,,,,
11701923,,,,,,
11701924,1460,3020,1053,,,1696253024
11701925,,,,,,
11701926,,,,,,
11701927,,,,,,
11701928,,,,,,
11701929,,,,,,
11701930,,,,,,
11701931,,,,,,
11701932,,,,,,
11701933,2739,3255,,,,1696251484
11701934,,,,,,
11702042,,,,,,1696246773
11702214,,,,,,
11702216,,,,,,
11702217,,,,,,
11702218,,,,,,
11702220,,,,,,
11702221,,,,,,
11702222,,,,,,
11702224,,,,,,
11702225,,,,,,
11702230,,,,,,
11702232,,,,,,
11702238,,,,,,
11702241,,,,,,
11702242,,,,,,
11702243,,,,,,
11702244,,,,,,
11702248,4028,2413,2335,,,1696262009
11703221,2521,2240,,,,1696252748
11703236,,,,,,
11703242,3828,2015,963,,,1696252557
11703331,2518,1887,1107,,,1696250264
11703442,1733,3227,,,,1696252631
11703443,5171,3228,976,,,1696267706
11703444,3615,2741,,,,1696255224
11703445,3764,2468,,,,1696254556
11703470,3104,2662,,,,1696258777
11703524,2118,2754,,,,1696256179
11703525,2807,3548,,,,1696255953
